"Origin","Genre","Year","Avg_Rating","Avg_Votes","Weighted_Rating"
"Amazon","Sci-Fi","2013","6.3","441","6.44"
"Netflix","Biography","2025","6.26","6839","6.28"
"Amazon","Romance","2016","7.08","79959","7.05"
"Hulu","Comedy","2014","5.77","2452","6.4"
"Hulu","Fantasy","2014","7.2","5745","7.1"
"Netflix","Game-Show","2025","6.24","776","6.57"
"Amazon","Mystery","2015","8.4","94869","8.21"
"Netflix",\N,"2025","5.85","219","6.37"
"Netflix","War","2025","6.45","1694","6.79"
"Amazon","Biography","2017","6.7","3049","6.65"
"Amazon","Crime","2017","6.95","39347","6.89"
"Amazon","Romance","2017","6.8","61175","6.79"
"Hulu","Drama","2015","7.6","13340","7.52"
"Netflix","Thriller","2016","6.62","117317","6.69"
"Netflix","Documentary","2014","6.9","1625","6.79"
"Netflix","Comedy","2014","6.64","35154","6.95"
"Netflix","Family","2014","5.9","1208","6.43"
"Netflix","Animation","2014","6.7","73346","7.2"
"Amazon","Adventure","2014","8.3","1830","7.67"
"Amazon","Family","2014","8.3","1830","7.67"
"Amazon","Fantasy","2014","8.3","1830","7.67"
"Amazon","Comedy","2014","7.93","21512","7.87"
"Amazon","Drama","2014","7.94","34216","7.88"
"Amazon","Music","2014","8.1","26773","8.04"
"Amazon","Crime","2014","7.95","53272","7.91"
"Netflix","Short","2025","7.75","346","6.86"
"Netflix","Talk-Show","2025","6.27","969","6.38"
"Netflix","Short","2014","4.2","388","5.86"
"Netflix","Music","2014","5.75","1132","6.44"
"Netflix","Biography","2014","7.15","2200","6.94"
"Amazon","Action","2018","7.1","74113","7.02"
"Amazon","Crime","2018","6.63","80968","6.64"
"Netflix","News","2025","5.5","175","6.36"
"HBO","Romance","2021","5.4","23","6.48"
"Netflix","Fantasy","2014","7.1","2760","6.94"
"Netflix","Fantasy","2015","6.88","3428","6.89"
"Hulu","Drama","2019","7.82","17584","7.74"
"Hulu","Romance","2019","7.73","13447","7.65"
"Netflix","War","2016","7.35","16512","7.13"
"Amazon","Adventure","2015","8.3","3935","7.94"
"Amazon","Family","2015","7.55","2394","7.29"
"Amazon","Fantasy","2015","8.3","3935","7.94"
"Netflix","Music","2018","6.83","2840","6.82"
"Amazon","Sport","2014","7.9","13572","7.8"
"Netflix","Documentary","2015","7.36","16452","7.28"
"Netflix","Mystery","2016","6.89","140248","6.89"
"Netflix","Documentary","2016","7.32","6356","7.14"
"Netflix","Music","2016","7.3","9726","7.26"
"Netflix","Short","2013","8.1","4357","7.8"
"Netflix","History","2015","7.58","53829","7.64"
"Netflix","Horror","2015","7.2","22595","7.17"
"Amazon","Sport","2015","6.8","852","6.64"
"Amazon","Action","2017","6.82","14137","6.71"
"Amazon","Thriller","2017","6.82","47032","6.78"
"Amazon","War","2017","6.83","22696","6.78"
"Amazon","Mystery","2016","5.4","6782","5.54"
"Netflix","Music","2015","6.82","7372","6.66"
"Netflix","Musical","2015","5.65","8747","5.89"
"Netflix","Horror","2016","6.78","380941","6.77"
"Hulu","Comedy","2015","7.15","3857","6.92"
"Netflix","Musical","2016","8.07","8680","7.53"
"Amazon","Musical","2015","5.9","11118","5.95"
"Netflix","Romance","2015","5.4","324","6.24"
"Amazon","History","2018","6.5","5842","6.5"
"Hulu","Action","2015","7.13","214","6.66"
"Hulu","Comedy","2016","8.4","16558","7.68"
"Netflix","Sport","2015","8.2","6739","7.98"
"Netflix","History","2016","7.62","71148","7.58"
"Netflix","Western","2016","7.3","35211","7.28"
"Netflix","Animation","2018","6.67","8631","6.8"
"Netflix","Biography","2016","7.2","74772","7.18"
"Netflix","Reality-TV","2015","8","1937","7.49"
"Netflix","History","2017","7.43","11542","7.28"
"Disney","Romance","2020","6.2","6417","6.24"
"Amazon","Biography","2015","7","5004","6.92"
"Amazon","History","2015","7","5004","6.92"
"Hulu","Adventure","2017","7.6","30410","7.57"
"Hulu","Comedy","2017","6.77","10619","6.82"
"Hulu","Fantasy","2017","7.6","30410","7.57"
"Hulu","Action","2019","7.55","13695","7.45"
"Hulu","Thriller","2019","7.63","22974","7.56"
"Hulu","War","2019","7.7","22466","7.65"
"Hulu","Mystery","2015","8.6","31","6.57"
"Hulu","Thriller","2015","8.6","31","6.57"
"Netflix","War","2018","6.4","34722","6.26"
"Disney","Adventure","2019","8.13","332597","8.04"
"Disney","Biography","2019","7.9","59559","7.88"
"Disney","Drama","2019","7.26","19481","7.21"
"Disney","History","2019","7.9","59559","7.88"
"Amazon","Adventure","2017","6.8","4232","6.57"
"Amazon","Comedy","2017","7.2","51485","7.12"
"Amazon","Family","2017","6.7","376","6.63"
"Amazon","Sci-Fi","2017","7.2","648","6.78"
"Amazon","Mystery","2017","6.8","9796","6.75"
"Netflix","Talk-Show","2016","6.9","2422","6.79"
"HBO","Comedy","2016","7.6","14676","7.53"
"HBO","Crime","2016","7.6","14676","7.53"
"HBO","Drama","2016","7.6","14676","7.53"
"HBO","Mystery","2016","7.6","14676","7.53"
"HBO","Thriller","2016","7.6","14676","7.53"
"Hulu","Crime","2016","7.2","4161","7.07"
"Hulu","Fantasy","2016","7.2","4161","7.07"
"Amazon","Animation","2017","7","634","6.7"
"Netflix","Short","2016","7.35","5623","7.21"
"Netflix","Music","2017","6.2","7647","6.33"
"Amazon","Action","2016","7.45","15662","7.39"
"Amazon","Fantasy","2016","7.4","20699","7.36"
"Amazon","Sci-Fi","2016","7.4","20699","7.36"
"Netflix","Sport","2018","6.9","23854","6.87"
"Netflix","Sport","2016","7.32","6657","7.19"
"Netflix","Musical","2017","6.4","719","6.54"
"Netflix","Game-Show","2017","7.1","1624","6.83"
"Netflix","Reality-TV","2017","7.48","1632","7.08"
"Disney","Documentary","2015","2.2","16","6.44"
"Netflix","Reality-TV","2016","6.36","1519","6.4"
"Netflix","Sport","2017","7.43","15427","7.15"
"Hulu","Horror","2016","6.4","1757","6.4"
"Hulu","Drama","2018","6.88","9091","6.83"
"Hulu","War","2018","7.6","11245","7.51"
"Hulu","Thriller","2017","8.3","288646","8.29"
"Amazon","Romance","2020","6.3","17600","6.31"
"Hulu","Action","2016","6.2","3276","6.27"
"Amazon","Music","2017","6.5","19783","6.5"
"Amazon","Fantasy","2017","6.9","18805","6.88"
"Amazon","History","2017","6.9","18805","6.88"
"Amazon","Romance","2018","6.83","33885","6.84"
"Amazon","Sci-Fi","2018","6.1","10831","6.13"
"Amazon","Romance","2019","7.04","30561","7.02"
"Netflix","Talk-Show","2017","5.87","3402","5.95"
"Disney","Documentary","2016","7.1","146","6.58"
"Disney","Family","2016","7.1","146","6.58"
"Hulu","Crime","2017","6.4","32","6.51"
"Amazon","Documentary","2017","7.07","4530","6.95"
"Amazon","Horror","2017","6.6","6383","6.59"
"Amazon","Adventure","2019","6.6","39405","6.6"
"Hulu","Crime","2018","6.77","3375","6.68"
"Hulu","Sci-Fi","2018","6.78","18660","6.77"
"Netflix","Western","2018","7.2","178871","7.2"
"HBO","Game-Show","2015","8.6","1749","7.84"
"HBO","Reality-TV","2015","8.6","1749","7.84"
"Hulu","History","2018","8","18801","7.92"
"Amazon","Music","2018","7.5","64382","7.48"
"Hulu","Fantasy","2018","6.82","16652","6.79"
"Hulu","Horror","2018","6.8","21647","6.8"
"Hulu","Mystery","2018","6.82","13906","6.77"
"Hulu","Thriller","2018","6.8","21647","6.8"
"Netflix","History","2018","6.83","18814","6.76"
"Netflix","Short","2018","6.75","3513","6.78"
"Netflix","Short","2015","8.5","2902","7.99"
"Disney","Reality-TV","2017","6.8","204","6.56"
"Netflix","Game-Show","2018","6.75","3268","6.88"
"Netflix","Reality-TV","2018","6.97","3663","6.88"
"HBO","Thriller","2020","7.4","57049","7.37"
"Hulu","Comedy","2018","6.47","1289","6.52"
"Hulu","Family","2018","6.7","1039","6.63"
"Hulu","Music","2018","6.7","1039","6.63"
"Netflix","Talk-Show","2018","7.07","3172","7.02"
"Netflix","Game-Show","2016","6.9","2392","6.78"
"Hulu","Romance","2017","5.6","16","6.49"
"Hulu","Crime","2020","7.3","1916","7.03"
"Hulu","Thriller","2020","7.5","38899","7.4"
"Hulu","War","2020","7.3","1916","7.03"
"Hulu","Talk-Show","2017","6.3","1416","6.39"
"HBO","Mystery","2020","7","65779","6.99"
"Disney","Biography","2018","7.5","1618","7.12"
"Disney","Music","2018","7.5","1618","7.12"
"Hulu","Animation","2017","8","49","6.58"
"Hulu","Short","2017","8","49","6.58"
"Disney","Musical","2019","7.03","10751","6.89"
"HBO","Comedy","2021","6.9","13422","6.87"
"Netflix","War","2019","7.3","168809","7.3"
"Hulu","Romance","2018","6.5","1505","6.5"
"Netflix","News","2018","7.35","4461","7.28"
"Hulu","Mystery","2020","7.6","57391","7.58"
"Disney","Romance","2019","6.2","25940","6.21"
"Amazon","Animation","2019","8.2","25574","8.14"
"Disney","Action","2019","8.6","635505","8.6"
"Disney","Sci-Fi","2019","8.6","635505","8.6"
"HBO","Animation","2019","8.2","6428","7.89"
"HBO","Short","2019","8.2","6428","7.89"
"HBO","Action","2019","8.05","36462","7.96"
"HBO","Adventure","2019","8.03","25073","7.82"
"HBO","Fantasy","2019","8.4","10560","8.24"
"HBO","Mystery","2019","8.05","36462","7.96"
"HBO","Sci-Fi","2019","8.05","36462","7.96"
"HBO","Thriller","2019","8.2","6428","7.89"
"HBO","Comedy","2019","7.6","17782","7.38"
"HBO","Drama","2019","7.47","22944","7.33"
"Amazon","Action","2020","6.4","40202","6.4"
"Amazon","Animation","2018","7.2","1847","6.96"
"HBO","Family","2019","8","2295","7.55"
"Hulu","Crime","2019","7.6","23229","7.51"
"Hulu","News","2019","7.1","321","6.65"
"Hulu","Biography","2019","8","27147","7.92"
"Hulu","Animation","2020","7.3","18050","7.25"
"Hulu","Fantasy","2020","6.7","1944","6.63"
"Amazon","Music","2019","6.45","10739","6.46"
"Amazon","Musical","2019","6.7","12066","6.69"
"Amazon","Documentary","2019","7.5","7638","7.39"
"Hulu","Music","2019","8.2","12760","8.08"
"Amazon","Horror","2019","6.2","9412","6.23"
