"imdb_id","origin","year","genre","rating","votes","status"
"tt8741648","Netflix","2020","Fantasy","6","8797","Cancelled"
"tt9073958","Netflix","2020","Crime","6.6","19371","Cancelled"
"tt9073958","Netflix","2020","Drama","6.6","19371","Cancelled"
"tt9073958","Netflix","2020","Mystery","6.6","19371","Cancelled"
"tt9073958","Netflix","2020","Thriller","6.6","19371","Cancelled"
"tt8210856","Netflix","2020","Adventure","6","34622","Cancelled"
"tt8210856","Netflix","2020","Drama","6","34622","Cancelled"
"tt8210856","Netflix","2020","Fantasy","6","34622","Cancelled"
"tt8787802","Netflix","2020","Drama","6.6","26724","Concluded"
"tt8787802","Netflix","2020","Romance","6.6","26724","Concluded"
"tt8787802","Netflix","2020","Sci-Fi","6.6","26724","Concluded"
"tt10473150","Netflix","2020","Drama","7.5","9790","Cancelled"
"tt9421868","Netflix","2020","Biography","7","5231","Cancelled"
"tt9421868","Netflix","2020","Drama","7","5231","Cancelled"
"tt9421868","Netflix","2020","Music","7","5231","Cancelled"
"tt10767748","Netflix","2020","Drama","5.9","11129","Cancelled"
"tt10767748","Netflix","2020","Mystery","5.9","11129","Cancelled"
"tt10767748","Netflix","2020","Romance","5.9","11129","Cancelled"
"tt10767748","Netflix","2020","Thriller","5.9","11129","Cancelled"
"tt12083014","Netflix","2021","Comedy","5.8","2095","Cancelled"
"tt12083014","Netflix","2021","Drama","5.8","2095","Cancelled"
"tt12083014","Netflix","2021","Family","5.8","2095","Cancelled"
"tt12083014","Netflix","2021","Sport","5.8","2095","Cancelled"
"tt10893694","Netflix","2021","Crime","6.1","18192","Cancelled"
"tt10893694","Netflix","2021","Drama","6.1","18192","Cancelled"
"tt10893694","Netflix","2021","Fantasy","6.1","18192","Cancelled"
"tt10893694","Netflix","2021","Mystery","6.1","18192","Cancelled"
"tt5774002","Netflix","2021","Action","6.7","42201","Cancelled"
"tt5774002","Netflix","2021","Adventure","6.7","42201","Cancelled"
"tt5774002","Netflix","2021","Drama","6.7","42201","Cancelled"
"tt5774002","Netflix","2021","Fantasy","6.7","42201","Cancelled"
"tt5774002","Netflix","2021","Sci-Fi","6.7","42201","Cancelled"
"tt9073940","Netflix","2021","Action","7","11808","Cancelled"
"tt9073940","Netflix","2021","Crime","7","11808","Cancelled"
"tt9073940","Netflix","2021","Drama","7","11808","Cancelled"
"tt9073940","Netflix","2021","Mystery","7","11808","Cancelled"
"tt9073940","Netflix","2021","Thriller","7","11808","Cancelled"
"tt1267295","Netflix","2021","Action","6.7","45453","Concluded"
"tt1267295","Netflix","2021","Adventure","6.7","45453","Concluded"
"tt1267295","Netflix","2021","Comedy","6.7","45453","Concluded"
"tt1267295","Netflix","2021","Crime","6.7","45453","Concluded"
"tt1267295","Netflix","2021","Drama","6.7","45453","Concluded"
"tt1267295","Netflix","2021","Sci-Fi","6.7","45453","Concluded"
"tt4160920","Netflix","2015","Comedy","3.3","1558","Cancelled"
"tt3339966","Netflix","2015","Comedy","7.5","82077","Concluded"
"tt4861760","Netflix","2015","Family","6.3","1583","Concluded"
"tt4574708","Netflix","2015","Comedy","7.3","4789","Cancelled"
"tt4061080","Netflix","2016","Comedy","7.6","47790","Cancelled"
"tt4061080","Netflix","2016","Drama","7.6","47790","Cancelled"
"tt4061080","Netflix","2016","Romance","7.6","47790","Cancelled"
"tt3986586","Netflix","2016","Comedy","6.7","30688","Concluded"
"tt3986586","Netflix","2016","Drama","6.7","30688","Concluded"
"tt3986586","Netflix","2016","Family","6.7","30688","Concluded"
"tt4973548","Netflix","2016","Comedy","7.2","12929","Cancelled"
"tt4973548","Netflix","2016","Drama","7.2","12929","Cancelled"
"tt4973548","Netflix","2016","Romance","7.2","12929","Cancelled"
"tt5228026","Netflix","2016","Comedy","5.4","1067","Cancelled"
"tt4998212","Netflix","2016","Comedy","7.5","44565","Concluded"
"tt4998212","Netflix","2016","Western","7.5","44565","Concluded"
"tt4789300","Netflix","2016","Comedy","7.4","4167","Cancelled"
"tt5562056","Netflix","2016","Comedy","6.9","15937","Cancelled"
"tt5562056","Netflix","2016","Drama","6.9","15937","Cancelled"
"tt5467814","Netflix","2016","Comedy","5.8","8066","Concluded"
"tt5467814","Netflix","2016","Drama","5.8","8066","Concluded"
"tt5467814","Netflix","2016","Family","5.8","8066","Concluded"
"tt5467814","Netflix","2016","Romance","5.8","8066","Concluded"
"tt5937754","Netflix","2016","Adventure","7","2836","Cancelled"
"tt5937754","Netflix","2016","Comedy","7","2836","Cancelled"
"tt5937754","Netflix","2016","Crime","7","2836","Cancelled"
"tt5937754","Netflix","2016","Drama","7","2836","Cancelled"
"tt5339440","Netflix","2017","Comedy","8.1","19411","Concluded"
"tt5339440","Netflix","2017","Drama","8.1","19411","Concluded"
"tt5580540","Netflix","2017","Comedy","7.8","81244","Cancelled"
"tt5580540","Netflix","2017","Horror","7.8","81244","Cancelled"
"tt5706996","Netflix","2017","Comedy","7","20471","Concluded"
"tt5707802","Netflix","2017","Comedy","6.4","27011","Cancelled"
"tt5707802","Netflix","2017","Drama","6.4","27011","Cancelled"
"tt5770786","Netflix","2017","Comedy","8","53330","Cancelled"
"tt5770786","Netflix","2017","Drama","8","53330","Cancelled"
"tt5770786","Netflix","2017","Sport","8","53330","Cancelled"
"tt5565334","Netflix","2017","Comedy","6.9","24402","Concluded"
"tt5565334","Netflix","2017","Drama","6.9","24402","Concluded"
"tt6315640","Netflix","2017","Comedy","8.2","111117","Cancelled"
"tt6315640","Netflix","2017","Drama","8.2","111117","Cancelled"
"tt5884792","Netflix","2017","Comedy","6.8","12054","Cancelled"
"tt6877772","Netflix","2017","Comedy","8.1","34360","Cancelled"
"tt6877772","Netflix","2017","Crime","8.1","34360","Cancelled"
"tt6877772","Netflix","2017","Drama","8.1","34360","Cancelled"
"tt6877772","Netflix","2017","Mystery","8.1","34360","Cancelled"
"tt3713588","Netflix","2017","Comedy","6.9","5226","Cancelled"
"tt7078710","Netflix","2018","Comedy","7.4","24821","Cancelled"
"tt7078710","Netflix","2018","Drama","7.4","24821","Cancelled"
"tt7879820","Netflix","2018","Comedy","7.8","21213","Cancelled"
"tt7879820","Netflix","2018","Drama","7.8","21213","Cancelled"
"tt6916746","Netflix","2018","Comedy","7.5","7512","Cancelled"
"tt6916746","Netflix","2018","Drama","7.5","7512","Cancelled"
"tt6916746","Netflix","2018","Family","7.5","7512","Cancelled"
"tt7661368","Netflix","2018","Comedy","4.9","819","Cancelled"
"tt7661368","Netflix","2018","Music","4.9","819","Cancelled"
"tt6487482","Netflix","2018","Comedy","6.5","35038","Cancelled"
"tt6487482","Netflix","2018","Drama","6.5","35038","Cancelled"
"tt6487482","Netflix","2018","Thriller","6.5","35038","Cancelled"
"tt7183074","Netflix","2018","Comedy","7","7624","Cancelled"
"tt7183074","Netflix","2018","Crime","7","7624","Cancelled"
"tt7183074","Netflix","2018","Drama","7","7624","Cancelled"
"tt8001718","Netflix","2018","Comedy","6.1","647","Cancelled"
"tt8001718","Netflix","2018","Family","6.1","647","Cancelled"
"tt7255502","Netflix","2018","Comedy","8.2","46193","Cancelled"
"tt7255502","Netflix","2018","Drama","8.2","46193","Cancelled"
"tt8304498","Netflix","2019","Comedy","7","8540","Cancelled"
"tt8304498","Netflix","2019","Music","7","8540","Cancelled"
"tt8009602","Netflix","2019","Comedy","6.8","3219","Cancelled"
"tt9039142","Netflix","2019","Comedy","6.1","4063","Cancelled"
"tt9039142","Netflix","2019","Drama","6.1","4063","Cancelled"
"tt9039142","Netflix","2019","Family","6.1","4063","Cancelled"
"tt7718088","Netflix","2018","Short","7.1","18520","Cancelled"
"tt7718088","Netflix","2018","Comedy","7.1","18520","Cancelled"
"tt7718088","Netflix","2018","Drama","7.1","18520","Cancelled"
"tt10186846","Netflix","2019","Short","7.4","3431","Cancelled"
"tt10186846","Netflix","2019","Comedy","7.4","3431","Cancelled"
"tt9098432","Netflix","2019","Comedy","5.6","1394","Cancelled"
